product_id,branch_id,season_id,sales_price,Full_price,Quantity,ag_sum,ag_average,ag_count
P131,B134,S137,259,637,146,,,
P132,B135,S138,260,638,147,,,
P133,B136,S139,261,639,148,,,
P134,B137,S140,262,640,149,,,
P135,B138,S141,263,641,150,,,
P136,B139,S142,264,642,151,,,
P137,B140,S143,265,643,152,,,
P138,B141,S144,266,644,153,,,
P139,B142,S145,267,645,154,,,
P140,B143,S146,268,646,155,,,
P141,B144,S147,269,647,156,,,
P142,B145,S148,270,648,157,,,
P143,B146,S149,271,649,158,,,
P144,B147,S150,272,650,159,,,
P145,B148,S151,273,651,160,,,
P146,B149,S152,274,652,161,,,
P147,B150,S153,275,653,162,,,
P148,B151,S154,276,654,163,,,
P149,B152,S155,277,655,164,,,
P150,B153,S156,278,656,165,,,
P151,B154,S157,279,657,166,,,
P152,B155,S158,280,658,167,,,
P153,B156,S159,281,659,168,,,
P154,B157,S160,282,660,169,,,
P155,B158,S161,283,661,170,,,
P156,B159,S162,284,662,171,,,
P157,B160,S163,285,663,172,,,
P158,B161,S164,286,664,173,,,
P159,B162,S165,287,665,174,,,
P160,B163,S166,288,666,175,,,
P161,B164,S167,289,667,176,,,
P162,B165,S168,290,668,177,,,
P163,B166,S169,291,669,178,,,
P164,B167,S170,292,670,179,,,
P165,B168,S171,293,671,180,,,
P166,B169,S172,294,672,181,,,
P167,B170,S173,295,673,182,,,
P168,B171,S174,296,674,183,,,
P169,B172,S175,297,675,184,,,
P170,B173,S176,298,676,185,,,
P171,B174,S177,299,677,186,,,
P172,B175,S178,300,678,187,,,
P173,B176,S179,301,679,188,,,
P174,B177,S180,302,680,189,,,
P175,B178,S181,303,681,190,,,
P176,B179,S182,304,682,191,,,
P177,B180,S183,305,683,192,,,
P178,B181,S184,306,684,193,,,
P179,B182,S185,307,685,194,,,
P180,B183,S186,308,686,195,,,
P181,B184,S187,309,687,196,,,
P182,B185,S188,310,688,197,,,
P183,B186,S189,311,689,198,,,
P184,B187,S190,312,690,199,,,
P185,B188,S191,313,691,200,,,
P186,B189,S192,314,692,201,,,
P187,B190,S193,315,693,202,,,
P188,B191,S194,316,694,203,,,
P189,B192,S195,317,695,204,,,
P190,B193,S196,318,696,205,,,
P191,B194,S197,319,697,206,,,
P192,B195,S198,320,698,207,,,
P193,B196,S199,321,699,208,,,
P194,B197,S200,322,700,209,,,
P195,B198,S201,323,701,210,,,
P196,B199,S202,324,702,211,,,
P197,B200,S203,325,703,212,,,
P198,B201,S204,326,704,213,,,
P199,B202,S205,327,705,214,,,
P200,B203,S206,328,706,215,,,
P201,B204,S207,329,707,216,,,
P202,B205,S208,330,708,217,,,
P203,B206,S209,331,709,218,,,
P204,B207,S210,332,710,219,,,
P205,B208,S211,333,711,220,,,
P206,B209,S212,334,712,221,,,
P207,B210,S213,335,713,222,,,
P208,B211,S214,336,714,223,,,
P209,B212,S215,337,715,224,,,
P210,B213,S216,338,716,225,,,
P211,B214,S217,339,717,226,,,
P212,B215,S218,340,718,227,,,
P213,B216,S219,341,719,228,,,
P214,B217,S220,342,720,229,,,
P215,B218,S221,343,721,230,,,
P216,B219,S222,344,722,231,,,
P217,B220,S223,345,723,232,,,
P218,B221,S224,346,724,233,,,
P219,B222,S225,347,725,234,,,
P220,B223,S226,348,726,235,,,
P221,B224,S227,349,727,236,,,
P222,B225,S228,350,728,237,,,
P223,B226,S229,351,729,238,,,
P224,B227,S230,352,730,239,,,
P225,B228,S231,353,731,240,,,
P226,B229,S232,354,732,241,,,
P227,B230,S233,355,733,242,,,
P228,B231,S234,356,734,243,,,
P229,B232,S235,357,735,244,,,
P230,B233,S236,358,736,245,,,
P231,B234,S237,359,737,246,,,
P232,B235,S238,360,738,247,,,
P233,B236,S239,361,739,248,,,
P234,B237,S240,362,740,249,,,
P235,B238,S241,363,741,250,,,
P236,B239,S242,364,742,251,,,
P237,B240,S243,365,743,252,,,
P238,B241,S244,366,744,253,,,
P239,B242,S245,367,745,254,,,
P240,B243,S246,368,746,255,,,
P241,B244,S247,369,747,256,,,
P242,B245,S248,370,748,257,,,
P243,B246,S249,371,749,258,,,
P244,B247,S250,372,750,259,,,
P245,B248,S251,373,751,260,,,
P246,B249,S252,374,752,261,,,
P247,B250,S253,375,753,262,,,
P248,B251,S254,376,754,263,,,
P249,B252,S255,377,755,264,,,
P250,B253,S256,378,756,265,,,
P251,B254,S257,379,757,266,,,
P252,B255,S258,380,758,267,,,
P253,B256,S259,381,759,268,,,
P254,B257,S260,382,760,269,,,
P255,B258,S261,383,761,270,,,
P256,B259,S262,384,762,271,,,
P257,B260,S263,385,763,272,,,
P258,B261,S264,386,764,273,,,
P259,B262,S265,387,765,274,,,
P260,B263,S266,388,766,275,,,
P261,B264,S267,389,767,276,,,
P262,B265,S268,390,768,277,,,
P263,B266,S269,391,769,278,,,
P264,B267,S270,392,770,279,,,
P265,B268,S271,393,771,280,,,
P266,B269,S272,394,772,281,,,
P267,B270,S273,395,773,282,,,
P268,B271,S274,396,774,283,,,
P269,B272,S275,397,775,284,,,
P270,B273,S276,398,776,285,,,
P271,B274,S277,399,777,286,,,
P272,B275,S278,400,778,287,,,
P273,B276,S279,401,779,288,,,
P274,B277,S280,402,780,289,,,
P275,B278,S281,403,781,290,,,
P276,B279,S282,404,782,291,,,
P277,B280,S283,405,783,292,,,
P278,B281,S284,406,784,293,,,
P279,B282,S285,407,785,294,,,
P280,B283,S286,408,786,295,,,
P281,B284,S287,409,787,296,,,
P282,B285,S288,410,788,297,,,
P283,B286,S289,411,789,298,,,
P284,B287,S290,412,790,299,,,
P285,B288,S291,413,791,300,,,
P286,B289,S292,414,792,301,,,
P287,B290,S293,415,793,302,,,
P288,B291,S294,416,794,303,,,
P289,B292,S295,417,795,304,,,
P290,B293,S296,418,796,305,,,
P291,B294,S297,419,797,306,,,
P292,B295,S298,420,798,307,,,
P293,B296,S299,421,799,308,,,
P294,B297,S300,422,800,309,,,
P295,B298,S301,423,801,310,,,
P296,B299,S302,424,802,311,,,
P297,B300,S303,425,803,312,,,
P298,B301,S304,426,804,313,,,
P299,B302,S305,427,805,314,,,
P300,B303,S306,428,806,315,,,
P301,B304,S307,429,807,316,,,
P302,B305,S308,430,808,317,,,
P303,B306,S309,431,809,318,,,
P304,B307,S310,432,810,319,,,
P305,B308,S311,433,811,320,,,
P306,B309,S312,434,812,321,,,
P307,B310,S313,435,813,322,,,
P308,B311,S314,436,814,323,,,
P309,B312,S315,437,815,324,,,
P310,B313,S316,438,816,325,,,
P311,B314,S317,439,817,326,,,
P312,B315,S318,440,818,327,,,
P313,B316,S319,441,819,328,,,
P314,B317,S320,442,820,329,,,
P315,B318,S321,443,821,330,,,
P316,B319,S322,444,822,331,,,
P317,B320,S323,445,823,332,,,
P318,B321,S324,446,824,333,,,
P319,B322,S325,447,825,334,,,
P320,B323,S326,448,826,335,,,
P321,B324,S327,449,827,336,,,
P322,B325,S328,450,828,337,,,
P323,B326,S329,451,829,338,,,
P324,B327,S330,452,830,339,,,
P325,B328,S331,453,831,340,,,
P326,B329,S332,454,832,341,,,
P327,B330,S333,455,833,342,,,
P328,B331,S334,456,834,343,,,
P329,B332,S335,457,835,344,,,
P330,B333,S336,458,836,345,,,
P331,B334,S337,459,837,346,,,
P332,B335,S338,460,838,347,,,
P333,B336,S339,461,839,348,,,
P334,B337,S340,462,840,349,,,
P335,B338,S341,463,841,350,,,
P336,B339,S342,464,842,351,,,
P337,B340,S343,465,843,352,,,
P338,B341,S344,466,844,353,,,
P339,B342,S345,467,845,354,,,
P340,B343,S346,468,846,355,,,
P341,B344,S347,469,847,356,,,
P342,B345,S348,470,848,357,,,
P343,B346,S349,471,849,358,,,
P344,B347,S350,472,850,359,,,
P345,B348,S351,473,851,360,,,
P346,B349,S352,474,852,361,,,
P347,B350,S353,475,853,362,,,
P348,B351,S354,476,854,363,,,
P349,B352,S355,477,855,364,,,
P350,B353,S356,478,856,365,,,
P351,B354,S357,479,857,366,,,
P352,B355,S358,480,858,367,,,
P353,B356,S359,481,859,368,,,
P354,B357,S360,482,860,369,,,
P355,B358,S361,483,861,370,,,
P356,B359,S362,484,862,371,,,
P357,B360,S363,485,863,372,,,
P358,B361,S364,486,864,373,,,
P359,B362,S365,487,865,374,,,
P360,B363,S366,488,866,375,,,
P361,B364,S367,489,867,376,,,
P362,B365,S368,490,868,377,,,
P363,B366,S369,491,869,378,,,
P364,B367,S370,492,870,379,,,
P365,B368,S371,493,871,380,,,
P366,B369,S372,494,872,381,,,
P367,B370,S373,495,873,382,,,
P368,B371,S374,496,874,383,,,
P369,B372,S375,497,875,384,,,
P370,B373,S376,498,876,385,,,
P371,B374,S377,499,877,386,,,
P372,B375,S378,500,878,387,,,
P373,B376,S379,501,879,388,,,
P374,B377,S380,502,880,389,,,
P375,B378,S381,503,881,390,,,
P376,B379,S382,504,882,391,,,
P377,B380,S383,505,883,392,,,
P378,B381,S384,506,884,393,,,
P379,B382,S385,507,885,394,,,
P380,B383,S386,508,886,395,,,
P381,B384,S387,509,887,396,,,
P382,B385,S388,510,888,397,,,
P383,B386,S389,511,889,398,,,
P384,B387,S390,512,890,399,,,
P385,B388,S391,513,891,400,,,
P386,B389,S392,514,892,401,,,
P387,B390,S393,515,893,402,,,
P388,B391,S394,516,894,403,,,
P389,B392,S395,517,895,404,,,
P390,B393,S396,518,896,405,,,
P391,B394,S397,519,897,406,,,
P392,B395,S398,520,898,407,,,
P393,B396,S399,521,899,408,,,
P394,B397,S400,522,900,409,,,
P395,B398,S401,523,901,410,,,
P396,B399,S402,524,902,411,,,
P397,B400,S403,525,903,412,,,
P398,B401,S404,526,904,413,,,
P399,B402,S405,527,905,414,,,
P400,B403,S406,528,906,415,,,
P401,B404,S407,529,907,416,,,
P402,B405,S408,530,908,417,,,
P403,B406,S409,531,909,418,,,
P404,B407,S410,532,910,419,,,
P405,B408,S411,533,911,420,,,
P406,B409,S412,534,912,421,,,
P407,B410,S413,535,913,422,,,
P408,B411,S414,536,914,423,,,
P409,B412,S415,537,915,424,,,
P410,B413,S416,538,916,425,,,
P411,B414,S417,539,917,426,,,
P412,B415,S418,540,918,427,,,
P413,B416,S419,541,919,428,,,
P414,B417,S420,542,920,429,,,
P415,B418,S421,543,921,430,,,
P416,B419,S422,544,922,431,,,
P417,B420,S423,545,923,432,,,
P418,B421,S424,546,924,433,,,
P419,B422,S425,547,925,434,,,
P420,B423,S426,548,926,435,,,
P421,B424,S427,549,927,436,,,
P422,B425,S428,550,928,437,,,
P423,B426,S429,551,929,438,,,
P424,B427,S430,552,930,439,,,
P425,B428,S431,553,931,440,,,
P426,B429,S432,554,932,441,,,
P427,B430,S433,555,933,442,,,
P428,B431,S434,556,934,443,,,
P429,B432,S435,557,935,444,,,
P430,B433,S436,558,936,445,,,
P431,B434,S437,559,937,446,,,
P432,B435,S438,560,938,447,,,
P433,B436,S439,561,939,448,,,
P434,B437,S440,562,940,449,,,
P435,B438,S441,563,941,450,,,
P436,B439,S442,564,942,451,,,
P437,B440,S443,565,943,452,,,
P438,B441,S444,566,944,453,,,
P439,B442,S445,567,945,454,,,
P440,B443,S446,568,946,455,,,
P441,B444,S447,569,947,456,,,
P442,B445,S448,570,948,457,,,
P443,B446,S449,571,949,458,,,
P444,B447,S450,572,950,459,,,
P445,B448,S451,573,951,460,,,
P446,B449,S452,574,952,461,,,
P447,B450,S453,575,953,462,,,
P448,B451,S454,576,954,463,,,
P449,B452,S455,577,955,464,,,
P450,B453,S456,578,956,465,,,
P451,B454,S457,579,957,466,,,
P452,B455,S458,580,958,467,,,
P453,B456,S459,581,959,468,,,
P454,B457,S460,582,960,469,,,
P455,B458,S461,583,961,470,,,
P456,B459,S462,584,962,471,,,
P457,B460,S463,585,963,472,,,
P458,B461,S464,586,964,473,,,
P459,B462,S465,587,965,474,,,
P460,B463,S466,588,966,475,,,
P461,B464,S467,589,967,476,,,
P462,B465,S468,590,968,477,,,
P463,B466,S469,591,969,478,,,
P464,B467,S470,592,970,479,,,
P465,B468,S471,593,971,480,,,
P466,B469,S472,594,972,481,,,
P467,B470,S473,595,973,482,,,
P468,B471,S474,596,974,483,,,
P469,B472,S475,597,975,484,,,
P470,B473,S476,598,976,485,,,
P471,B474,S477,599,977,486,,,
P472,B475,S478,600,978,487,,,
P473,B476,S479,601,979,488,,,
P474,B477,S480,602,980,489,,,
P475,B478,S481,603,981,490,,,
P476,B479,S482,604,982,491,,,
P477,B480,S483,605,983,492,,,
P478,B481,S484,606,984,493,,,
P479,B482,S485,607,985,494,,,
P480,B483,S486,608,986,495,,,
P481,B484,S487,609,987,496,,,
P482,B485,S488,610,988,497,,,
P483,B486,S489,611,989,498,,,
P484,B487,S490,612,990,499,,,
P485,B488,S491,613,991,500,,,
P486,B489,S492,614,992,501,,,
P487,B490,S493,615,993,502,,,
P488,B491,S494,616,994,503,,,
P489,B492,S495,617,995,504,,,
P490,B493,S496,618,996,505,,,
P491,B494,S497,619,997,506,,,
P492,B495,S498,620,998,507,,,
P493,B496,S499,621,999,508,,,
P494,B497,S500,622,1000,509,,,
P495,B498,S501,623,1001,510,,,
P496,B499,S502,624,1002,511,,,
P497,B500,S503,625,1003,512,,,
P498,B501,S504,626,1004,513,,,
P499,B502,S505,627,1005,514,,,
P500,B503,S506,628,1006,515,,,
P501,B504,S507,629,1007,516,,,
P502,B505,S508,630,1008,517,,,
P503,B506,S509,631,1009,518,,,
P504,B507,S510,632,1010,519,,,
P505,B508,S511,633,1011,520,,,
P506,B509,S512,634,1012,521,,,
P507,B510,S513,635,1013,522,,,
P508,B511,S514,636,1014,523,,,
P509,B512,S515,637,1015,524,,,
P510,B513,S516,638,1016,525,,,
P511,B514,S517,639,1017,526,,,
P512,B515,S518,640,1018,527,,,
P513,B516,S519,641,1019,528,,,
P514,B517,S520,642,1020,529,,,
P515,B518,S521,643,1021,530,,,
P516,B519,S522,644,1022,531,,,
P517,B520,S523,645,1023,532,,,
P518,B521,S524,646,1024,533,,,
P519,B522,S525,647,1025,534,,,
P520,B523,S526,648,1026,535,,,
P521,B524,S527,649,1027,536,,,
P522,B525,S528,650,1028,537,,,
P523,B526,S529,651,1029,538,,,
P524,B527,S530,652,1030,539,,,
P525,B528,S531,653,1031,540,,,
P526,B529,S532,654,1032,541,,,
P527,B530,S533,655,1033,542,,,
P528,B531,S534,656,1034,543,,,
P529,B532,S535,657,1035,544,,,
P530,B533,S536,658,1036,545,,,
P531,B534,S537,659,1037,546,,,
P532,B535,S538,660,1038,547,,,
P533,B536,S539,661,1039,548,,,
P534,B537,S540,662,1040,549,,,
P535,B538,S541,663,1041,550,,,
P536,B539,S542,664,1042,551,,,
P537,B540,S543,665,1043,552,,,
P538,B541,S544,666,1044,553,,,
P539,B542,S545,667,1045,554,,,
P540,B543,S546,668,1046,555,,,
P541,B544,S547,669,1047,556,,,
P542,B545,S548,670,1048,557,,,
P543,B546,S549,671,1049,558,,,
P544,B547,S550,672,1050,559,,,
P545,B548,S551,673,1051,560,,,
P546,B549,S552,674,1052,561,,,
P547,B550,S553,675,1053,562,,,
P548,B551,S554,676,1054,563,,,
P549,B552,S555,677,1055,564,,,
P550,B553,S556,678,1056,565,,,
P551,B554,S557,679,1057,566,,,
P552,B555,S558,680,1058,567,,,
P553,B556,S559,681,1059,568,,,
P554,B557,S560,682,1060,569,,,
P555,B558,S561,683,1061,570,,,
P556,B559,S562,684,1062,571,,,
P557,B560,S563,685,1063,572,,,
P558,B561,S564,686,1064,573,,,
P559,B562,S565,687,1065,574,,,
P560,B563,S566,688,1066,575,,,
P561,B564,S567,689,1067,576,,,
P562,B565,S568,690,1068,577,,,
P563,B566,S569,691,1069,578,,,
P564,B567,S570,692,1070,579,,,
P565,B568,S571,693,1071,580,,,
P566,B569,S572,694,1072,581,,,
P567,B570,S573,695,1073,582,,,
P568,B571,S574,696,1074,583,,,
P569,B572,S575,697,1075,584,,,
P570,B573,S576,698,1076,585,,,
P571,B574,S577,699,1077,586,,,
P572,B575,S578,700,1078,587,,,
P573,B576,S579,701,1079,588,,,
P574,B577,S580,702,1080,589,,,
P575,B578,S581,703,1081,590,,,
P576,B579,S582,704,1082,591,,,
P577,B580,S583,705,1083,592,,,
P578,B581,S584,706,1084,593,,,
P579,B582,S585,707,1085,594,,,
P580,B583,S586,708,1086,595,,,
P581,B584,S587,709,1087,596,,,
P582,B585,S588,710,1088,597,,,
P583,B586,S589,711,1089,598,,,
P584,B587,S590,712,1090,599,,,
P585,B588,S591,713,1091,600,,,
P586,B589,S592,714,1092,601,,,
P587,B590,S593,715,1093,602,,,
P588,B591,S594,716,1094,603,,,
P589,B592,S595,717,1095,604,,,
P590,B593,S596,718,1096,605,,,
P591,B594,S597,719,1097,606,,,
P592,B595,S598,720,1098,607,,,
P593,B596,S599,721,1099,608,,,
P594,B597,S600,722,1100,609,,,
P595,B598,S601,723,1101,610,,,
P596,B599,S602,724,1102,611,,,
P597,B600,S603,725,1103,612,,,
P598,B601,S604,726,1104,613,,,
P599,B602,S605,727,1105,614,,,
P600,B603,S606,728,1106,615,,,
P601,B604,S607,729,1107,616,,,
P602,B605,S608,730,1108,617,,,
P603,B606,S609,731,1109,618,,,
P604,B607,S610,732,1110,619,,,
P605,B608,S611,733,1111,620,,,
P606,B609,S612,734,1112,621,,,
P607,B610,S613,735,1113,622,,,
P608,B611,S614,736,1114,623,,,
P609,B612,S615,737,1115,624,,,
P610,B613,S616,738,1116,625,,,
P611,B614,S617,739,1117,626,,,
P612,B615,S618,740,1118,627,,,
P613,B616,S619,741,1119,628,,,
P614,B617,S620,742,1120,629,,,
P615,B618,S621,743,1121,630,,,
P616,B619,S622,744,1122,631,,,
P617,B620,S623,745,1123,632,,,
P618,B621,S624,746,1124,633,,,
P619,B622,S625,747,1125,634,,,
P620,B623,S626,748,1126,635,,,
P621,B624,S627,749,1127,636,,,
P622,B625,S628,750,1128,637,,,
P623,B626,S629,751,1129,638,,,
P624,B627,S630,752,1130,639,,,
P625,B628,S631,753,1131,640,,,
P626,B629,S632,754,1132,641,,,
P627,B630,S633,755,1133,642,,,
P628,B631,S634,756,1134,643,,,
P629,B632,S635,757,1135,644,,,
P630,B633,S636,758,1136,645,,,
P631,B634,S637,759,1137,646,,,
P632,B635,S638,760,1138,647,,,
P633,B636,S639,761,1139,648,,,
P634,B637,S640,762,1140,649,,,
P635,B638,S641,763,1141,650,,,
P636,B639,S642,764,1142,651,,,
P637,B640,S643,765,1143,652,,,
P638,B641,S644,766,1144,653,,,
P639,B642,S645,767,1145,654,,,
P640,B643,S646,768,1146,655,,,
P641,B644,S647,769,1147,656,,,
P642,B645,S648,770,1148,657,,,
P643,B646,S649,771,1149,658,,,
P644,B647,S650,772,1150,659,,,
P645,B648,S651,773,1151,660,,,
P646,B649,S652,774,1152,661,,,
P647,B650,S653,775,1153,662,,,
P648,B651,S654,776,1154,663,,,
P649,B652,S655,777,1155,664,,,
P650,B653,S656,778,1156,665,,,
P651,B654,S657,779,1157,666,,,
P652,B655,S658,780,1158,667,,,
P653,B656,S659,781,1159,668,,,
P654,B657,S660,782,1160,669,,,
P655,B658,S661,783,1161,670,,,
P656,B659,S662,784,1162,671,,,
P657,B660,S663,785,1163,672,,,
P658,B661,S664,786,1164,673,,,
P659,B662,S665,787,1165,674,,,
P660,B663,S666,788,1166,675,,,
P661,B664,S667,789,1167,676,,,
P662,B665,S668,790,1168,677,,,
P663,B666,S669,791,1169,678,,,
P664,B667,S670,792,1170,679,,,
P665,B668,S671,793,1171,680,,,
P666,B669,S672,794,1172,681,,,
P667,B670,S673,795,1173,682,,,
P668,B671,S674,796,1174,683,,,
P669,B672,S675,797,1175,684,,,
P670,B673,S676,798,1176,685,,,
P671,B674,S677,799,1177,686,,,
P672,B675,S678,800,1178,687,,,
P673,B676,S679,801,1179,688,,,
P674,B677,S680,802,1180,689,,,
P675,B678,S681,803,1181,690,,,
P676,B679,S682,804,1182,691,,,
P677,B680,S683,805,1183,692,,,
P678,B681,S684,806,1184,693,,,
P679,B682,S685,807,1185,694,,,
P680,B683,S686,808,1186,695,,,
P681,B684,S687,809,1187,696,,,
P682,B685,S688,810,1188,697,,,
P683,B686,S689,811,1189,698,,,
P684,B687,S690,812,1190,699,,,
P685,B688,S691,813,1191,700,,,
P686,B689,S692,814,1192,701,,,
P687,B690,S693,815,1193,702,,,
P688,B691,S694,816,1194,703,,,
P689,B692,S695,817,1195,704,,,
P690,B693,S696,818,1196,705,,,
P691,B694,S697,819,1197,706,,,
P692,B695,S698,820,1198,707,,,
P693,B696,S699,821,1199,708,,,
P694,B697,S700,822,1200,709,,,
P695,B698,S701,823,1201,710,,,
P696,B699,S702,824,1202,711,,,
P697,B700,S703,825,1203,712,,,
P698,B701,S704,826,1204,713,,,
P699,B702,S705,827,1205,714,,,
P700,B703,S706,828,1206,715,,,
P701,B704,S707,829,1207,716,,,
P702,B705,S708,830,1208,717,,,
P703,B706,S709,831,1209,718,,,
P704,B707,S710,832,1210,719,,,
P705,B708,S711,833,1211,720,,,
P706,B709,S712,834,1212,721,,,
P707,B710,S713,835,1213,722,,,
P708,B711,S714,836,1214,723,,,
P709,B712,S715,837,1215,724,,,
P710,B713,S716,838,1216,725,,,
P711,B714,S717,839,1217,726,,,
P712,B715,S718,840,1218,727,,,
P713,B716,S719,841,1219,728,,,
P714,B717,S720,842,1220,729,,,
P715,B718,S721,843,1221,730,,,
P716,B719,S722,844,1222,731,,,
P717,B720,S723,845,1223,732,,,
P718,B721,S724,846,1224,733,,,
P719,B722,S725,847,1225,734,,,
P720,B723,S726,848,1226,735,,,
P721,B724,S727,849,1227,736,,,
P722,B725,S728,850,1228,737,,,
P723,B726,S729,851,1229,738,,,
P724,B727,S730,852,1230,739,,,
P725,B728,S731,853,1231,740,,,
P726,B729,S732,854,1232,741,,,
P727,B730,S733,855,1233,742,,,
P728,B731,S734,856,1234,743,,,
P729,B732,S735,857,1235,744,,,
P730,B733,S736,858,1236,745,,,
P731,B734,S737,859,1237,746,,,
P732,B735,S738,860,1238,747,,,
P733,B736,S739,861,1239,748,,,
P734,B737,S740,862,1240,749,,,
P735,B738,S741,863,1241,750,,,
P736,B739,S742,864,1242,751,,,
P737,B740,S743,865,1243,752,,,
P738,B741,S744,866,1244,753,,,
P739,B742,S745,867,1245,754,,,
P740,B743,S746,868,1246,755,,,
P741,B744,S747,869,1247,756,,,
P742,B745,S748,870,1248,757,,,
P743,B746,S749,871,1249,758,,,
P744,B747,S750,872,1250,759,,,
P745,B748,S751,873,1251,760,,,
P746,B749,S752,874,1252,761,,,
P747,B750,S753,875,1253,762,,,
P748,B751,S754,876,1254,763,,,
P749,B752,S755,877,1255,764,,,
P750,B753,S756,878,1256,765,,,
P751,B754,S757,879,1257,766,,,
P752,B755,S758,880,1258,767,,,
